Name,playerid
Butch Benton,1000854
Todd Benzinger,1000859
Bruce Berenyi,1000864
Dave Bergman,1000879
Sean Bergman,1000881
Tony Bernazard,1000889
Juan Bernhardt,1000892
Dale Berra,1000896
Geronimo Berroa,1000900
Damon Berryhill,1000904
Ken Berry,1000908
Sean Berry,1000910
Kurt Bevacqua,1000935
Buddy Biancalana,1000942
Jim Bibby,1000945
Dante Bichette,1000946
Mike Bielecki,1000951
Larry Biittner,1000962
Dann Bilardello,1000963
Dick Billings,1000968
Jack Billingham,1000970
Bud Black,1001007
Tim Blackwell,1001022
Rick Bladt,1001024
Dennis Blair,1001029
Paul Blair,1001031
Willie Blair,1001033
Ossie Blanco,1001044
Larvell Blanks,1001051
Lance Blankenship,1001052
Steve Blass,1001058
Jeff Blauser,1001062
Curt Blefary,1001068
Terry Blocker,1001079
Ron Blomberg,1001081
Mike Blowers,1001088
Vida Blue,1001094
Bert Blyleven,1001098
John Boccabella,1001104
Bruce Bochte,1001106
Bruce Bochy,1001108
Tim Bogar,1001120
Tommy Boggs,1001123
Wade Boggs,1001124
Brian Bohanon,1001126
Bruce Boisclair,1001131
Frank Bolick,1001145
Bobby Bonds,1001157
Bill Bonham,1001165
Bobby Bonilla,1001168
Juan Bonilla,1001169
Barry Bonnell,1001171
Bobby Bonner,1001173
Rod Booker,1001180
Bob Boone,1001183
Pedro Borbon,1001195
Glenn Borgmann,1001201
Rick Bosetti,1001211
Shawn Boskie,1001213
Thad Bosley,1001214
Dick Bosman,1001215
Daryl Boston,1001219
Lyman Bostock,1001220
Ken Boswell,1001223
Kent Bottenfield,1001226
Rafael Bournigal,1001239
Pat Bourque,1001240
Larry Bowa,1001243
Ryan Bowen,1001248
Steve Bowling,1001261
Oil Can Boyd,1001279
Clete Boyer,1001282
Buddy Bradford,1001299
Mark Bradley,1001312
Phil Bradley,1001313
Scott Bradley,1001315
Tom Bradley,1001316
Glenn Braggs,1001333
Ron Brand,1001351
Jeff Branson,1001355
Mickey Brantley,1001360
Steve Braun,1001366
Angel Bravo,1001367
Sid Bream,1001373
Jim Breazeale,1001374
Brent Brede,1001377
Hal Breeden,1001379
Fred Breining,1001381
Bob Brenly,1001386
George Brett,1001400
Ken Brett,1001402
Rod Brewer,1001408
Dan Briggs,1001426
Johnny Briggs,1001429
Greg Briley,1001431
Nelson Briles,1001432
Chuck Brinkman,1001437
Ed Brinkman,1001438
Tilson Brito,1001446
Pete Broberg,1001454
Greg Brock,1001455
Lou Brock,1001458
Rico Brogna,1001464
Jack Brohamer,1001465
Hubie Brooks,1001472
Tom Brookens,1001476
Scott Brosius,1001477
Mark Brouhard,1001484
Bob Brower,1001488
Bobby Brown,1001497
Brant Brown,1001498
Byron Browne,1001500
Chris Brown,1001503
Darrell Brown,1001508
Gates Brown,1001518
Ike Brown,1001521
Jarvis Brown,1001524
Jerry Browne,1001525
Larry Brown,1001536
Mike Brown,1001546
Ollie Brown,1001551
Oscar Brown,1001552
Tom Browning,1001566
J.T. Bruett,1001579
Jacob Brumfield,1001583
Mike Brumley,1001586
Glenn Brummer,1001587
Tom Brunansky,1001589
Derek Bryant,1001604
Ralph Bryant,1001607
Ron Bryant,1001608
Steve Brye,1001610
Bill Buckner,1001625
Steve Buechele,1001630
Damon Buford,1001635
Don Buford,1001636
Jay Buhner,1001638
Scott Bullett,1001644
Bud Bulling,1001645
Jim Bullinger,1001646
Eric Bullock,1001647
Al Bumbry,1001649
Jim Bunning,1001653
Bob Burda,1001660
Glenn Burke,1001680
Rick Burleson,1001696
Ray Burris,1001729
Jeff Burroughs,1001731
Mike Busch,1001748
Randy Bush,1001756
Ray Busse,1001760
Sal Butera,1001765
Brett Butler,1001772
Rich Butler,1001782
Rob Butler,1001783
Marty Bystrom,1001802
Enos Cabell,1001804
Francisco Cabrera,1001807
Edgar Caceres,1001809
Wayne Cage,1001817
Les Cain,1001821
Ivan Calderon,1001825
Mike Caldwell,1001830
Johnny Callison,1001851
Lou Camilli,1001862
Ken Caminiti,1001863
Bert Campaneris,1001868
Dave Campbell,1001876
Rick Camp,1001901
Sil Campusano,1001902
Casey Candaele,1001908
John Candelaria,1001909
Tom Candiotti,1001911
John Cangelosi,1001913
Chris Cannizzaro,1001915
Joe Cannon,1001916
Jose Canseco,1001918
Buzz Capra,1001928
Ramon Caraballo,1001932
Bernie Carbo,1001935
Jose Cardenal,1001937
Leo Cardenas,1001938
Rod Carew,1001942
Steve Carlton,1001964
Don Carman,1001967
Chuck Carr,1001986
Mark Carreon,1001989
Don Carrithers,1001992
Matias Carrillo,1001993
Clay Carroll,1001997
Gary Carter,1002015
Joe Carter,1002018
Rico Carty,1002025
Paul Casanova,1002030
Dave Cash,1002041
Norm Cash,1002043
Ron Cash,1002044
Pedro Castellano,1002056
Braulio Castillo,1002058
Carmen Castillo,1002059
John Castino,1002062
Juan Castillo,1002063
Manny Castillo,1002065
Marty Castillo,1002066
Danny Cater,1002079
Andujar Cedeno,1002099
Cesar Cedeno,1002100
Domingo Cedeno,1002101
Orlando Cepeda,1002103
Rick Cerone,1002105
Ron Cey,1002108
Dave Chalk,1002114
Al Chambers,1002116
Chris Chambliss,1002119
Wes Chamberlain,1002126
Mike Champion,1002128
Darrel Chaney,1002134
Kelvin Chapman,1002150
Harry Chappas,1002154
Joe Charboneau,1002156
Norm Charlton,1002160
Rich Chiles,1002192
John Christensen,1002214
Larry Christenson,1002215
Archi Cianfrocco,1002231
Chris Clapinski,1002257
Bobby Clark,1002269
Dave Clark,1002277
Horace Clarke,1002287
Jack Clark,1002288
Jerald Clark,1002289
Mark Clark,1002296
Phil Clark,1002303
Will Clark,1002318
Edgard Clemente,1002337
Roberto Clemente,1002340
Donn Clendenon,1002345
Reggie Cleveland,1002347
Gene Clines,1002353
Ty Cline,1002355
Danny Clyburn,1002366
Dave Cochrane,1002381
Rich Coggins,1002397
Craig Colbert,1002405
Mike Colbern,1002406
Nate Colbert,1002407
Alex Cole,1002411
Joe Coleman,1002428
Vince Coleman,1002433
Darnell Coles,1002436
Dave Collins,1002449
Bob Coluccio,1002476
Pat Combs,1002480
Wayne Comer,1002483
Mike Compton,1002489
Dave Concepcion,1002494
Onix Concepcion,1002495
Billy Conigliaro,1002501
Tony Conigliaro,1002502
Fritzie Connally,1002512
Steve Cooke,1002570
Scott Coolbaugh,1002578
Cecil Cooper,1002592
Scott Cooper,1002600
Trace Coquillette,1002606
Joey Cora,1002607
Tim Corcoran,1002621
Francisco Cordova,1002623
Mike Corkins,1002630
Pat Corrales,1002636
Rod Correia,1002638
Vic Correll,1002639
Tim Costo,1002655
Henry Cotto,1002664
Billy Cowan,1002688
Al Cowens,1002689
Casey Cox,1002694
Danny Cox,1002695
Jeff Cox,1002702
Jim Cox,1002703
Larry Cox,1002704
Ted Cox,1002708
Rod Craig,1002724
Willie Crawford,1002750
Felipe Crespo,1002763
Warren Cromartie,1002786
D.T. Cromer,1002787
Ed Crosby,1002799
Terry Crowley,1002829
Fausto Cruz,1002838
Hector Cruz,1002839
Henry Cruz,1002840
Jose Cruz,1002841
Julio Cruz,1002842
Todd Cruz,1002844
Mike Cubbage,1002846
Mike Cuellar,1002853
Tim Cullen,1002862
Ray Culp,1002869
Chad Curtis,1002898
John Curtis,1002905
Milt Cuyler,1002915
John D'Acquisto,1002919
Paul Dade,1002920
Bruce Dal Canton,1002936
Mark Dalesandro,1002940
Clay Dalrymple,1002950
Kal Daniels,1002973
Ron Darling,1002989
Mike Darr,1002993
Bobby Darwin,1002995
Danny Darwin,1002996
Doug Dascenzo,1002998
Rich Dauer,1003006
Jack Daugherty,1003009
Darren Daulton,1003010
Vic Davalillo,1003012
Jerry Davanon,1003014
Mark Davidson,1003028
Alvin Davis,1003033
Bob Davis,1003036
Brock Davis,1003038
Butch Davis,1003040
Chili Davis,1003041
Dick Davis,1003046
Eric Davis,1003048
Glenn Davis,1003052
Jody Davis,1003060
Mark Davis,1003067
Mike Davis,1003070
Russ Davis,1003076
Tommy Davis,1003084
Willie Davis,1003088
Andre Dawson,1003091
Boots Day,1003095
Brian Dayett,1003096
Tommy Dean,1003111
Doug DeCinces,1003123
Steve Decker,1003129
Rob Deer,1003137
Ivan DeJesus,1003150
Jose DeJesus,1003151
Jose DeLeon,1003168
Luis de los Santos,1003180
Larry Demery,1003192
Rick Dempsey,1003203
John Denny,1003210
Bucky Dent,1003212
Bob Dernier,1003220
Jim Deshaies,1003228
Orestes Destrade,1003233
Mike Devereaux,1003242
Alex Diaz,1003260
Bo Diaz,1003261
Edgar Diaz,1003264
Mario Diaz,1003267
Mike Diaz,1003268
Bob Didier,1003284
Larry Dierker,1003288
Dick Dietz,1003290
Steve Dillard,1003300
Miguel Dilone,1003309
Gary DiSarcina,1003322
Benny Distefano,1003326
Chuck Dobson,1003343
Pat Dobson,1003345
Pat Dodson,1003353
John Doherty,1003357
John Donaldson,1003378
Tom Donohue,1003391
Bill Doran,1003406
Brian Dorsett,1003416
David Doster,1003423
Al Downing,1003450
Brian Downing,1003451
Kelly Downs,1003453
Brian Doyle,1003456
Denny Doyle,1003460
Doug Drabek,1003473
Dick Drago,1003475
Dave Dravecky,1003486
Dan Driessen,1003501
Keith Drumright,1003515
Rob Ducey,1003520
Frank Duffy,1003532
Tom Dunbar,1003551
Dave Duncan,1003552
Mariano Duncan,1003554
Taylor Duncan,1003556
Mike Dunne,1003570
Steve Dunning,1003572
Ron Dunn,1003576
Todd Dunn,1003579
Leon Durham,1003592
Jim Dwyer,1003608
Jerry Dybzinski,1003610
Duffy Dyer,1003613
Lenny Dykstra,1003619
Mike Easler,1003635
Dennis Eckersley,1003660
Dave Edler,1003675
Dave Edwards,1003684
Johnny Edwards,1003689
Marshall Edwards,1003690
Mike Edwards,1003691
Tom Egan,1003702
Juan Eichelberger,1003711
Jim Eisenreich,1003719
Randy Elliott,1003743
Dock Ellis,1003747
John Ellis,1003750
Rob Ellis,1003751
Kevin Elster,1003758
Angelo Encarnacion,1003773
Dave Engle,1003781
Jim Eppard,1003796
Mike Epstein,1003800
Nick Esasky,1003818
Alvaro Espinoza,1003828
Nino Espinosa,1003830
Cecil Espy,1003832
Jim Essian,1003835
Andy Etchebarren,1003845
Tony Eusebio,1003854
Barry Evans,1003859
Darrell Evans,1003864
Dwight Evans,1003865
Tom Evans,1003871
Sam Ewing,1003884
Lenny Faedo,1003892
Bill Fahey,1003897
Jim Fairey,1003905
Ron Fairly,1003907
Pete Falcone,1003910
Rikkert Faneyte,1003920
Carmen Fanzone,1003928
Paul Faries,1003929
Monty Fariss,1003930
Mike Felder,1003970
Junior Felix,1003974
John Felske,1003978
Joe Ferguson,1003990
Felix Fermin,1003991
Alex Fernandez,1003993
Frank Fernandez,1003997
Osvaldo Fernandez,1004000
Sid Fernandez,1004001
Tony Fernandez,1004002
Al Ferrara,1004003
Mike Ferraro,1004006
Sergio Ferrer,1004008
Bruce Fields,1004025
Cecil Fielder,1004026
Jesus Figueroa,1004038
Jack Fimple,1004047
Rollie Fingers,1004051
Mike Fiore,1004062
Mike Fischlin,1004070
Brian Fisher,1004077
Carlton Fisk,1004101
Mike Fitzgerald,1004114
Al Fitzmorris,1004119
Tim Flannery,1004138
Scott Fletcher,1004155
Gil Flores,1004169
Bobby Floyd,1004177
Doug Flynn,1004182
Marv Foley,1004197
Tom Foley,1004200
Tim Foli,1004202
Chad Fonville,1004208
Barry Foote,1004210
Curt Ford,1004215
Dan Ford,1004216
Ted Ford,1004224
Bob Forsch,1004233
Ken Forsch,1004234
Ray Fosse,1004243
Alan Foster,1004246
George Foster,1004250
Kevin Foster,1004251
Leo Foster,1004254
Roy Foster,1004257
Eric Fox,1004276
Joe Foy,1004286
Terry Francona,1004292
Tito Francona,1004293
Lou Frazier,1004310
Roger Freed,1004314
Bill Freehan,1004315
Marvin Freeman,1004326
Jim Fregosi,1004330
Dave Freisleben,1004333
Jim French,1004337
Hanley Frias,1004345
Pepe Frias,1004346
Doug Frobel,1004371
Jeff Frye,1004378
Woodie Fryman,1004381
Tito Fuentes,1004385
Jim Fuller,1004394
Gary Gaetti,1004422
Phil Gagliano,1004425
Greg Gagne,1004427
Ty Gainey,1004436
Al Gallagher,1004445
Bob Gallagher,1004447
Dave Gallagher,1004448
Mike Gallego,1004458
Oscar Gamble,1004473
Jim Gantner,1004483
Barbaro Garbey,1004491
Gene Garber,1004493
Carlos Garcia,1004496
Damaso Garcia,1004498
Freddy Garcia,1004500
Kiko Garcia,1004502
Pedro Garcia,1004508
Ron Gardenhire,1004514
Art Gardner,1004518
Jeff Gardner,1004526
Mark Gardner,1004529
Phil Garner,1004541
Adrian Garrett,1004543
Scott Garrelts,1004546
Wayne Garrett,1004547
Gil Garrido,1004551
Ralph Garr,1004554
Steve Garvey,1004557
Cito Gaston,1004566
Brent Gates,1004570
Mike Gates,1004572
Rich Gedman,1004592
Gary Gentry,1004614
Bob Geren,1004628
Ken Gerhart,1004630
Cesar Geronimo,1004639
Jake Gibbs,1004660
Bob Gibson,1004662
Kirk Gibson,1004669
Russ Gibson,1004673
Rod Gilbreath,1004700
Brian Giles,1004702
Gus Gil,1004703
Bernard Gilkey,1004706
Ed Giovanola,1004745
Dan Gladden,1004750
Jerry Goff,1004800
Chuck Goggin,1004801
Dave Goltz,1004818
Leo Gomez,1004822
Luis Gomez,1004823
Denny Gonzalez,1004830
Fernando Gonzalez,1004832
Jose Gonzalez,1004836
Julio Gonzalez,1004838
Orlando Gonzalez,1004842
Rene Gonzales,1004844
Tony Gonzalez,1004845
Dwight Gooden,1004852
Ed Goodson,1004860
Curtis Goodwin,1004863
Danny Goodwin,1004864
Bob Gorinski,1004880
Jim Gosger,1004892
Billy Grabarkewitz,1004907
Dan Graham,1004928
Mark Grant,1004951
Gary Gray,1004970
Lorenzo Gray,1004974
Craig Grebeck,1004982
David Green,1004990
Dick Green,1004991
Gary Green,1004994
Mike Greenwell,1005006
Scarborough Green,1005011
Tommy Greene,1005013
Tyler Green,1005014
Willie Greene,1005015
Tommy Gregg,1005021
Bill Greif,1005027
Bobby Grich,1005033
Tom Grieve,1005035
Alfredo Griffin,1005036
Doug Griffin,1005040
Ken Griffey,1005044
Tom Griffin,1005054
Ross Grimsley,1005071
Greg Gross,1005086
Kevin Gross,1005088
Wayne Gross,1005091
Jerry Grote,1005092
Jeff Grotewold,1005093
Johnny Grubb,1005103
Kelly Gruber,1005107
Juan Guerrero,1005117
Mario Guerrero,1005118
Pedro Guerrero,1005120
Ozzie Guillen,1005125
Brad Gulden,1005133
Don Gullett,1005134
Bill Gullickson,1005136
Glenn Gulliver,1005137
Cesar Gutierrez,1005155
Jackie Gutierrez,1005156
Doug Gwosdz,1005164
Chris Gwynn,1005165
Tony Gwynn,1005166
Joe Hague,1005200
Don Hahn,1005202
Jerry Hairston,1005210
Chip Hale,1005220
John Hale,1005223
Ed Halicki,1005228
Albert Hall,1005232
Tom Haller,1005244
Mel Hall,1005259
Tom Hall,1005262
Bob Hamelin,1005269
Darryl Hamilton,1005272
Jeff Hamilton,1005275
Atlee Hammaker,1005281
Steve Hammond,1005283
Ike Hampton,1005288
Garry Hancock,1005294
Rich Hand,1005301
Bill Hands,1005303
Larry Haney,1005306
Todd Haney,1005307
Preston Hanna,1005318
Bob Hansen,1005324
Jed Hansen,1005327
Ron Hansen,1005329
Jason Hardtke,1005347
Shawn Hare,1005355
Mike Hargrove,1005361
Mike Harkey,1005363
Larry Harlow,1005369
Terry Harmon,1005373
Pete Harnisch,1005374
Brian Harper,1005376
Terry Harper,1005382
Tommy Harper,1005383
Toby Harrah,1005384
Bud Harrelson,1005387
Ken Harrelson,1005389
Chuck Harrison,1005407
Donald Harris,1005410
Greg Harris,1005416
John Harris,1005422
Roric Harrison,1005430
Vic Harris,1005434
Jim Ray Hart,1005448
Mike Hart,1005456
Ron Hassey,1005479
Billy Hatcher,1005486
Mickey Hatcher,1005488
Andy Hawkins,1005514
Charlie Hayes,1005525
Von Hayes,1005531
Fran Healy,1005546
Ed Hearn,1005554
Mike Heath,1005564
Neal Heaton,1005568
Richie Hebner,1005571
Mike Hedlund,1005575
Danny Heep,1005576
Mike Hegan,1005583
Jack Heidemann,1005586
Tom Heintzelman,1005597
Bob Heise,1005599
Eric Helfand,1005610
Tommy Helms,1005616
Scott Hemond,1005621
Dave Henderson,1005630
Ken Henderson,1005634
Steve Henderson,1005636
Ellie Hendricks,1005641
George Hendrick,1005642
Dave Hengel,1005646
Bob Henley,1005650
Butch Henry,1005667
Gil Heredia,1005686
Remy Hermoso,1005694
Carlos Hernandez,1005696
Enzo Hernandez,1005700
Jackie Hernandez,1005703
Keith Hernandez,1005706
Leo Hernandez,1005707
Larry Herndon,1005717
Jose Herrera,1005722
Ed Herrmann,1005732
Tom Herr,1005737
Mike Hershberger,1005740
Orel Hershiser,1005741
Joe Hesketh,1005747
Jack Hiatt,1005762
Phil Hiatt,1005763
Jim Hickman,1005777
Kevin Higgins,1005791
Donnie Hill,1005811
Glenallen Hill,1005820
Ken Hill,1005827
Marc Hill,1005828
Dave Hilton,1005836
Chuck Hinton,1005852
Tommy Hinzo,1005855
Gene Hiser,1005857
Larry Hisle,1005858
Butch Hobson,1005872
Ron Hodges,1005886
Glenn Hoffman,1005905
Chris Hoiles,1005935
Ray Holbert,1005937
Chris Holt,1005983
Jim Holt,1005985
Ken Holtzman,1005989
Rick Honeycutt,1005992
Burt Hooton,1006005
Gail Hopkins,1006015
Joe Horlen,1006025
Bob Horner,1006026
Sam Horn,1006029
Ricky Horton,1006036
Tony Horton,1006037
Willie Horton,1006038
Dwayne Hosey,1006039
Tim Hosley,1006042
Dave Hostetler,1006044
Charlie Hough,1006050
Paul Householder,1006063
Steve Hovley,1006068
David Howard,1006075
Doug Howard,1006077
Frank Howard,1006080
Jim Howarth,1006083
Larry Howard,1006084
Thomas Howard,1006090
Wilbur Howard,1006091
Art Howe,1006092
Jack Howell,1006099
Ken Howell,1006100
Roy Howell,1006104
Dann Howitt,1006108
La Marr Hoyt,1006114
Kent Hrbek,1006117
Glenn Hubbard,1006120
Mike Hubbard,1006121
Rex Hudler,1006131
Charles Hudson,1006134
Mike Huff,1006145
Bobby Hughes,1006151
Keith Hughes,1006159
Tim Hulett,1006174
David Hulse,1006176
Tom Hume,1006179
Mike Humphreys,1006187
Terry Humphrey,1006188
Randy Hundley,1006189
Brian Hunter,1006197
Catfish Hunter,1006199
Ron Hunt,1006212
Steve Huntz,1006213
Clint Hurdle,1006216
Bruce Hurst,1006222
Butch Huskey,1006228
Jeff Huson,1006229
Jim Hutto,1006244
Tom Hutton,1006246
Tim Hyers,1006249
Pete Incaviglia,1006257
Garey Ingram,1006262
Dane Iorg,1006267
Garth Iorg,1006268
Mike Ivie,1006284
Bo Jackson,1006290
Chuck Jackson,1006293
Danny Jackson,1006295
Darrin Jackson,1006296
Grant Jackson,1006298
Reggie Jackson,1006308
Ron Jackson,1006310
Sonny Jackson,1006313
Brook Jacoby,1006318
John Jaha,1006336
Chris James,1006347
Cleo James,1006348
Dion James,1006349
Pat Jarvis,1006363
Julian Javier,1006371
Stan Javier,1006372
Gregg Jefferies,1006379
Reggie Jefferson,1006381
Stan Jefferson,1006382
Steve Jeltz,1006387
Fergie Jenkins,1006388
Doug Jennings,1006395
Robin Jennings,1006397
Garry Jestadt,1006403
Johnny Jeter,1006405
Houston Jimenez,1006411
Alex Johnson,1006418
Bob Johnson,1006430
Bob Johnson,1006431
Brian Johnson,1006432
Cliff Johnson,1006437
Davey Johnson,1006440
Deron Johnson,1006444
Frank Johnson,1006459
Greg Johnston,1006460
Howard Johnson,1006462
Jay Johnstone,1006463
Lamar Johnson,1006481
Lance Johnson,1006482
Randy Johnson,1006494
Randy Johnson,1006495
Tim Johnson,1006506
Tony Johnson,1006509
Wallace Johnson,1006513
Tommy John,1006515
Bob Jones,1006531
Chris Jones,1006539
Cleon Jones,1006540
Dalton Jones,1006546
Jimmy Jones,1006569
Lynn Jones,1006573
Mack Jones,1006574
Randy Jones,1006582
Ross Jones,1006586
Ron Jones,1006587
Ruppert Jones,1006588
Terry Jones,1006596
Tim Jones,1006598
Tracy Jones,1006600
Kevin Jordan,1006610
Ricky Jordan,1006615
Mike Jorgensen,1006622
Terry Jorgensen,1006626
Duane Josephson,1006627
Rick Joseph,1006628
Von Joshua,1006629
Wally Joyner,1006637
Jeff Juden,1006643
Ed Jurak,1006651
Skip Jutze,1006657
Jim Kaat,1006660
Al Kaline,1006678
Ron Karkovice,1006700
Scott Karl,1006703
Bob Kearney,1006728
Mike Kekich,1006764
Mick Kelleher,1006779
Mike Kelly,1006809
Pat Kelly,1006810
Pat Kelly,1006812
Roberto Kelly,1006815
Tom Kelly,1006817
Van Kelly,1006818
Steve Kemp,1006827
Fred Kendall,1006828
Jerry Kenney,1006840
John Kennedy,1006844
Junior Kennedy,1006845
Terry Kennedy,1006850
Joe Keough,1006856
Kurt Kepshire,1006859
Don Kessinger,1006877
Sam Khalifa,1006887
Steve Kiefer,1006893
Harmon Killebrew,1006905
Bruce Kimm,1006918
Mike Kingery,1006928
Hal King,1006930
Jeff King,1006931
Dave Kingman,1006939
Bob Kipper,1006956
Clay Kirby,1006960
Wayne Kirby,1006964
Ed Kirkpatrick,1006969
Bruce Kison,1006978
Ron Kittle,1006982
Steve Kline,1007005
Mickey Klutts,1007022
Joe Kmak,1007023
Bob Knepper,1007031
Alan Knicely,1007035
Ray Knight,1007043
Bobby Knoop,1007049
Randy Knorr,1007050
John Knox,1007063
Brad Komminsk,1007092
Jerry Koosman,1007103
Andy Kosco,1007115
Kevin Koslofski,1007119
Ed Kranepool,1007140
Lew Krausse,1007146
Wayne Krenchicki,1007158
John Kruk,1007184
Mike Krukow,1007185
Ted Kubiak,1007190
Duane Kuiper,1007207
Jeff Kunkel,1007211
Rusty Kuntz,1007212
Craig Kusick,1007219
Art Kusnyer,1007220
Randy Kutcher,1007222
Coco Laboy,1007231
Pete LaCock,1007238
Mike LaCoss,1007240
Lee Lacy,1007243
Mike Laga,1007253
Joe Lahoud,1007256
Steve Lake,1007264
Gene Lamont,1007281
Dennis Lamp,1007284
Les Lancaster,1007287
Rafael Landestoy,1007292
Ced Landrum,1007298
Ken Landreaux,1007303
Tito Landrum,1007305
Marvin Lane,1007310
Mark Langston,1007323
Hal Lanier,1007324
Carney Lansford,1007331
Mike Lansing,1007334
Dave LaPoint,1007338
Gene Larkin,1007347
Dan Larson,1007361
Tony LaRussa,1007362
Bill Laskey,1007367
Tim Laudner,1007381
Mike LaValliere,1007387
Gary Lavelle,1007389
Tom Lawless,1007394
Rudy Law,1007402
Vance Law,1007409
Charlie Lea,1007423
Rick Leach,1007426
Tim Leary,1007438
Aaron Ledesma,1007444
Bill Lee,1007448
Leron Lee,1007458
Manuel Lee,1007460
Jim Lefebvre,1007473
Joe Lefebvre,1007474
Craig Lefferts,1007476
Ron LeFlore,1007478
Charlie Leibrandt,1007492
Mark Leiter,1007501
Scott Leius,1007505
Johnnie LeMaster,1007513
Mark Lemke,1007516
Chet Lemon,1007518
Mark Lemongello,1007521
Patrick Lennon,1007527
Jim Lentine,1007528
Jeffrey Leonard,1007535
Mark Leonard,1007537
Eddie Leon,1007539
Randy Lerch,1007551
Barry Lersch,1007555
Jesse Levis,1007569
Mark Lewis,1007585
Jim Leyritz,1007590
Carlos Lezcano,1007592
Sixto Lezcano,1007593
Derek Lilliquist,1007607
Rufino Linares,1007610
Jim Lindeman,1007618
Jose Lind,1007623
Larry Lintz,1007641
Nelson Liriano,1007650
Joe Lis,1007653
Pat Listach,1007655
Bryan Little,1007658
Dennis Littlejohn,1007660
Greg Litton,1007668
Scott Livingstone,1007677
Winston Llenas,1007679
Gene Locklear,1007692
Skip Lockwood,1007696
Mickey Lolich,1007712
Ron Lolich,1007713
Tim Lollar,1007715
Doug Loman,1007716
Phil Lombardi,1007720
Steve Lombardozzi,1007721
Jim Lonborg,1007724
Tony Longmire,1007737
Davey Lopes,1007750
Carlos Lopez,1007754
Joe Lovitto,1007781
Torey Lovullo,1007783
John Lowenstein,1007790
Terrell Lowery,1007791
Dwight Lowry,1007795
Willie Lozado,1007799
Steve Lubratich,1007800
Matt Luke,1007826
Mike Lum,1007831
Scott Lusader,1007844
Greg Luzinski,1007855
Scott Lydy,1007857
Ed Lynch,1007862
Fred Lynn,1007872
